,證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
7304,037613,華碩元大0C購05,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7305,037576,奇鋐永豐0C購02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7306,037874,裕民麥證12購01,0,0,0,0,10000,-10000,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7307,07306P,長榮航元大0C售05,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7308,07258P,T50正2群益0B售02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7309,06945P,台灣50群益0A售07,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7310,06830P,華邦電統一0A售06,0,0,0,0,0,0,0,0,0,-10000,0,0,0,10000,20000,-10000,-10000
7311,06867P,T50正2富邦0C售02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,30000,40000,-10000,-10000
7312,07123P,臺股指元大0C售22,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7313,07052P,友達元大0B售11,0,0,0,0,0,0,0,0,0,-10000,0,0,0,3000,13000,-10000,-10000
7314,07023P,台灣50群益0B售02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7315,040664,聯電統一13購02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7316,040671,新唐統一13購02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7317,040603,華碩國票13購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7318,04684P,嘉聯益元富0B售01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,6000,16000,-10000,-10000
7319,040732,道瓊反國票12購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7320,040487,友達群益12購02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7321,040472,聯陽國泰13購03,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7322,040327,可成國票13購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7323,040331,臻鼎國票13購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7324,040266,友達康和11購05,0,0,0,0,0,0,0,0,0,-10000,0,0,0,90000,100000,-10000,-10000
7325,06635P,立積康和09售02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7326,06640P,立積群益09售01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,160000,170000,-10000,-10000
7327,06656P,奇力新元大09售05,0,0,0,0,0,0,0,0,0,-10000,0,0,0,10000,20000,-10000,-10000
7328,06665P,友達國泰0B售03,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7329,06713P,聯發科中信0B售03,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7330,06522P,大立光富邦0B售01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7331,06491P,聯電凱基09售07,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7332,06465P,T50正2中信0C售02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7333,06571P,台灣50元大0C售02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,1000,11000,-10000,-10000
7334,06591P,臺股指凱基0C售13,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7335,06623P,英業達元富09售03,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7336,06162P,臺指2X中信0B售02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7337,05962P,元金2X凱基09售02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7338,05450P,臺股指國票0A售02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7339,05670P,台積電中信0B售06,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7340,06394P,華新科凱基08售07,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7341,06426P,南電中信09售02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7342,06260P,台積電國票09售11,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7343,040109,台玻國泰13購05,0,0,0,0,0,0,0,0,0,-10000,0,0,0,23000,33000,-10000,-10000
7344,040195,凌陽凱基13購02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7345,040209,凌陽國票12購02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,23000,33000,-10000,-10000
7346,040205,東陽國票11購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7347,040058,台積電元大15購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,5000,15000,-10000,-10000
7348,040065,新日興元大11購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7349,039983,潤泰新元大11購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7350,039898,大成鋼永豐11購05,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7351,039932,台積電凱基12購05,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7352,039471,乙盛國票12購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7353,039592,和碩國票12購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,42000,52000,-10000,-10000
7354,039604,華通中信11購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7355,039847,敬鵬國票12購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7356,039177,榮成元大11購02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7357,039173,T50反1元大11購11,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7358,039259,台積電兆豐13購02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7359,039342,世紀鋼元大11購03,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7360,039289,同欣電永豐11購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7361,039441,精成科元大11購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7362,039431,台積電元大11購16,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7363,038751,東鹼國泰13購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,91000,101000,-10000,-10000
7364,038825,新唐元大11購03,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7365,039024,帆宣兆豐13購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,5000,15000,-10000,-10000
7366,039020,微星兆豐11購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7367,039065,榮成元大12購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7368,039062,臺指反元大14購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7369,038956,鉅祥元大12購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,89000,99000,-10000,-10000
7370,038959,禾伸堂元大11購02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7371,038047,金像電群益12購02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7372,038068,台積電元富13購14,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7373,037989,金像電元大12購02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7374,038265,科嘉凱基14購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7375,038311,京元電群益11購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7376,038178,聯成永豐11購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7377,038198,中興電群益11購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7378,038339,鼎炫凱基14購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7379,038480,嘉泥永豐11購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,2000,12000,-10000,-10000
7380,038505,春源永豐11購02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7381,038424,元晶國泰13購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,65000,75000,-10000,-10000
7382,038527,台勝科永豐11購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7383,038543,台積電兆豐11購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7384,038708,亞光凱基13購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7385,2438,翔耀,0,10000,-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,-10000
7386,1906,寶隆,50000,60000,-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,-10000
7387,1726,永記,2000,12000,-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,-10000
7388,089900,仲琦凱基11購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7389,089872,南帝國泰0C購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7390,089805,東鋼群益09購05,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7391,089979,美食元大0A購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7392,089782,聯詠凱基09購09,0,0,0,0,0,0,0,0,0,-10000,0,0,0,9000,19000,-10000,-10000
7393,089682,聯發科元大09購17,0,0,0,0,0,0,0,0,0,-10000,0,0,0,10000,20000,-10000,-10000
7394,089612,聯詠群益09購07,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7395,089527,臻鼎元大0B購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7396,089536,申豐元大09購03,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7397,089244,精成科永豐09購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7398,089203,瑞儀凱基0A購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7399,089155,台積電元富0C購18,0,0,0,0,0,0,0,0,0,-10000,0,0,0,1350000,1360000,-10000,-10000
7400,089350,宏碁元大09購05,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7401,089391,松翰兆豐0A購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,10000,20000,-10000,-10000
7402,089098,立積統一0B購06,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7403,089090,凌陽統一0B購01,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7404,089063,南帝凱基09購02,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7405,089036,群創兆豐09購03,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7406,088871,立積永豐09購05,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,10000,-10000,-10000
7407,4108,懷特,23000,33000,-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,-10000
7408,4426,利勤,16000,26000,-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,-10000
7409,4576,大銀微系統,10000,17000,-7000,0,0,0,0,0,0,-3000,0,0,0,0,3000,-3000,-10000
7410,2351,順德,781000,1090015,-309015,0,0,0,338000,0,338000,-39597,56000,89597,-33597,28000,34000,-6000,-10612
7411,035671,愛普統一12購01,0,0,0,0,0,0,0,0,0,-11000,0,0,0,2000,13000,-11000,-11000
7412,031258,群創群益14購02,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7413,031251,健和興群益0A購02,0,0,0,0,0,0,0,0,0,-11000,0,0,0,4000,15000,-11000,-11000
7414,030737,友達元大0A購03,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7415,031358,大成鋼中信0A購01,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7416,033055,矽統永豐0A購03,0,0,0,0,0,0,0,0,0,-11000,0,0,0,15000,26000,-11000,-11000
7417,032386,友達統一12購01,0,0,0,0,0,0,0,0,0,-11000,0,0,0,100000,111000,-11000,-11000
7418,032992,光罩元富12購01,0,0,0,0,0,0,0,0,0,-11000,0,0,0,15000,26000,-11000,-11000
7419,088700,鴻海國泰0B購09,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7420,087920,晶碩群益0B購01,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7421,087599,道瓊銅中信0A購01,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7422,086642,群創凱基0A購01,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7423,086921,台積電兆豐0A購02,0,0,0,0,0,0,0,0,0,-11000,0,0,0,9000,20000,-11000,-11000
7424,086934,友達元大0B購02,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7425,087254,億光國票09購01,0,0,0,0,0,0,0,0,0,-11000,0,0,0,23000,34000,-11000,-11000
7426,086058,光罩統一0A購02,0,0,0,0,0,0,0,0,0,-11000,0,0,0,2000,13000,-11000,-11000
7427,086312,友達凱基0B購03,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7428,083491,台積電元富11購01,0,0,0,0,0,0,0,0,0,-11000,0,0,0,653000,664000,-11000,-11000
7429,07547P,大成鋼群益12售06,0,0,0,0,0,0,0,0,0,-11000,0,0,0,7000,18000,-11000,-11000
7430,07532P,臺股指群益13售02,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7431,078094,世芯統一0A購01,0,0,0,0,0,0,0,0,0,-11000,0,0,0,9000,20000,-11000,-11000
7432,037756,技嘉國泰13購01,0,0,0,0,0,0,0,0,0,-11000,0,0,0,40000,51000,-11000,-11000
7433,036931,台達電富邦13購01,0,0,0,0,0,0,0,0,0,-11000,0,0,0,10000,21000,-11000,-11000
7434,037281,晶技康和11購01,0,0,0,0,0,0,0,0,0,-11000,0,0,0,4000,15000,-11000,-11000
7435,037224,緯穎富邦13購01,0,0,0,0,0,0,0,0,0,-11000,0,0,0,27000,38000,-11000,-11000
7436,036438,滬深2X兆豐11購01,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7437,033976,國泰金凱基0B購04,0,0,0,0,0,0,0,0,0,-11000,0,0,0,4000,15000,-11000,-11000
7438,035358,大立光兆豐0B購01,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7439,036159,聯詠元大0C購07,0,0,0,0,0,0,0,0,0,-11000,0,0,0,53000,64000,-11000,-11000
7440,035032,台聚麥證0B購01,0,0,0,9000,20000,-11000,0,0,0,-11000,0,0,0,9000,20000,-11000,-11000
7441,035503,鴻海凱基12購03,0,0,0,0,0,0,0,0,0,-11000,0,0,0,8000,19000,-11000,-11000
7442,034507,聯發科凱基15購02,0,0,0,0,0,0,0,0,0,-11000,0,0,0,29000,40000,-11000,-11000
7443,033958,台積電富邦12購03,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7444,033630,富邦金元富12購03,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7445,034618,廣宇元富12購02,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7446,034680,臺股指凱基0B購19,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7447,038243,玉晶光元大11購07,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7448,038114,台積電凱基11購04,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7449,039297,凌陽元富11購03,0,0,0,0,0,0,0,0,0,-11000,0,0,0,209000,220000,-11000,-11000
7450,039891,可成康和11購01,0,0,0,0,0,0,0,0,0,-11000,0,0,0,57000,68000,-11000,-11000
7451,039917,台新金中信11購01,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7452,040196,友達凱基13購04,0,0,0,0,0,0,0,0,0,-11000,0,0,0,20000,31000,-11000,-11000
7453,040238,飛宏群益13購01,0,0,0,0,0,0,0,0,0,-11000,0,0,0,8000,19000,-11000,-11000
7454,040142,元翎群益12購01,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7455,06545P,聯詠富邦0B售02,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7456,040575,光磊元大13購02,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7457,040693,滬深2X元大13購08,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,11000,-11000,-11000
7458,1443,立益,0,11000,-11000,0,0,0,0,0,0,0,0,0,0,0,0,0,-11000
7459,1413,宏洲,1000,12000,-11000,0,0,0,0,0,0,0,0,0,0,0,0,0,-11000
7460,2471,資通,1000,12000,-11000,0,0,0,0,0,0,0,0,0,0,0,0,0,-11000
7461,2539,櫻花建,3000,14000,-11000,0,0,0,0,0,0,0,0,0,0,0,0,0,-11000
7462,3494,誠研,1000,12000,-11000,0,0,0,0,0,0,0,0,0,0,0,0,0,-11000
7463,088955,台達電國票0A購02,0,0,0,0,0,0,0,0,0,-11000,0,0,0,8000,19000,-11000,-11000
7464,089762,滬深2X凱基0B購05,0,0,0,0,0,0,0,0,0,-11000,0,0,0,24000,35000,-11000,-11000
7465,5538,東明-KY,4000,15000,-11000,0,0,0,0,0,0,0,0,0,0,0,0,0,-11000
7466,1503,士電,5000,16000,-11000,0,0,0,0,0,0,-20,0,20,-20,0,0,0,-11020
7467,4536,拓凱,14000,25000,-11000,0,0,0,0,0,0,-102,0,0,0,0,102,-102,-11102
7468,2456,奇力新,919000,899000,20000,0,0,0,0,0,0,-31542,20000,30627,-10627,17000,37915,-20915,-11542
7469,031496,台揚元大0A購01,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7470,032770,中鋼元大0A購15,0,0,0,0,0,0,0,0,0,-12000,0,0,0,10000,22000,-12000,-12000
7471,032947,台泥元大0C購01,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7472,031893,臺股指凱基0A購17,0,0,0,0,0,0,0,0,0,-12000,0,0,0,35000,47000,-12000,-12000
7473,032181,中鋼群益0B購07,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7474,030661,聯詠永豐0A購02,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7475,030855,東鋼永豐0A購02,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7476,031012,京元電永豐0A購01,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7477,030557,威盛統一0C購02,0,0,0,0,0,0,0,0,0,-12000,0,0,0,5000,17000,-12000,-12000
7478,035078,中鋼第一15購02,0,0,0,0,0,0,0,0,0,-12000,0,0,0,1000,13000,-12000,-12000
7479,080355,台灣50元富09購03,0,0,0,0,0,0,0,0,0,-12000,0,0,0,48000,60000,-12000,-12000
7480,080684,台積電富邦09購02,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7481,081031,億豐元富0A購01,0,0,0,0,0,0,0,0,0,-12000,0,0,0,3000,15000,-12000,-12000
7482,085257,興勤國泰0A購01,0,0,0,0,0,0,0,0,0,-12000,0,0,0,277000,289000,-12000,-12000
7483,087002,華碩國泰0B購01,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7484,087038,鴻海凱基0B購06,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7485,087799,國喬麥證09購01,0,0,0,98000,110000,-12000,0,0,0,-12000,0,0,0,98000,110000,-12000,-12000
7486,034639,聚鼎元大0B購01,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7487,034441,萬海凱基11購01,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7488,036024,新光鋼統一11購03,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7489,033575,南紡凱基12購02,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7490,033604,東鋼群益0C購03,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7491,036092,大立光元大11購02,0,0,0,0,0,0,0,0,0,-12000,0,0,0,10000,22000,-12000,-12000
7492,035039,華新國票0B購02,0,0,0,0,0,0,0,0,0,-12000,0,0,0,66000,78000,-12000,-12000
7493,034125,聯發科兆豐0B購02,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7494,036460,恆大元大0C購01,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7495,036547,T50反1元大13購01,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7496,037157,中信金國票11購01,0,0,0,0,0,0,0,0,0,-12000,0,0,0,3000,15000,-12000,-12000
7497,037853,智邦元富0C購01,0,0,0,0,0,0,0,0,0,-12000,0,0,0,6000,18000,-12000,-12000
7498,037879,瑞昱中信0C購01,0,0,0,0,0,0,0,0,0,-12000,0,0,0,51000,63000,-12000,-12000
7499,040653,聯詠凱基13購03,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7500,040520,晶心科元富17購01,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7501,040280,飛宏元大11購01,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7502,039316,岱宇元大12購02,0,0,0,0,0,0,0,0,0,-12000,0,0,0,20000,32000,-12000,-12000
7503,038878,乙盛凱基12購02,0,0,0,0,0,0,0,0,0,-12000,0,0,0,2000,14000,-12000,-12000
7504,038780,欣興凱基12購03,0,0,0,0,0,0,0,0,0,-12000,0,0,0,80000,92000,-12000,-12000
7505,038789,聯電群益14購01,0,0,0,0,0,0,0,0,0,-12000,0,0,0,82000,94000,-12000,-12000
7506,038057,玉晶光群益13購02,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7507,038315,臻鼎群益11購01,0,0,0,0,0,0,0,0,0,-12000,0,0,0,208000,220000,-12000,-12000
7508,038684,強茂群益13購03,0,0,0,0,0,0,0,0,0,-12000,0,0,0,10000,22000,-12000,-12000
7509,07236P,臺股指群益0B售11,0,0,0,0,0,0,0,0,0,-12000,0,0,0,2000,14000,-12000,-12000
7510,06912P,群創凱基0A售08,0,0,0,0,0,0,0,0,0,-12000,0,0,0,25000,37000,-12000,-12000
7511,07295P,聯電元富0C售04,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7512,07320P,正隆元富0C售02,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7513,2427,三商電,0,12000,-12000,0,0,0,0,0,0,0,0,0,0,0,0,0,-12000
7514,2706,第一店,21000,33000,-12000,0,0,0,0,0,0,0,0,0,0,0,0,0,-12000
7515,1340,勝悅-KY,8000,20000,-12000,0,0,0,0,0,0,0,0,0,0,0,0,0,-12000
7516,1789,神隆,44000,56000,-12000,0,0,0,0,0,0,0,0,0,0,0,0,0,-12000
7517,1582,信錦,83000,92000,-9000,0,0,0,0,0,0,-3000,0,0,0,0,3000,-3000,-12000
7518,088824,界霖元大09購01,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7519,4566,時碩工業,2000,14000,-12000,0,0,0,0,0,0,0,0,0,0,0,0,0,-12000
7520,5546,永固-KY,0,12000,-12000,0,0,0,0,0,0,0,0,0,0,0,0,0,-12000
7521,5484,慧友,0,12000,-12000,0,0,0,0,0,0,0,0,0,0,0,0,0,-12000
7522,6438,迅得,149000,161000,-12000,0,0,0,0,0,0,0,0,0,0,0,0,0,-12000
7523,6192,巨路,0,12000,-12000,0,0,0,0,0,0,0,0,0,0,0,0,0,-12000
7524,911616,杜康-DR,0,0,0,0,0,0,0,0,0,-12000,0,0,0,0,12000,-12000,-12000
7525,911868,同方友友-DR,22000,34000,-12000,0,0,0,0,0,0,0,0,0,0,0,0,0,-12000
7526,9906,欣巴巴,8000,20000,-12000,0,0,0,0,0,0,0,0,0,0,0,0,0,-12000
7527,035806,聯電凱基13購03,0,0,0,0,0,0,0,0,0,-13000,0,0,0,23000,36000,-13000,-13000
7528,035867,裕民元富13購05,0,0,0,0,0,0,0,0,0,-13000,0,0,0,0,13000,-13000,-13000
7529,00770,國泰北美科技,0,0,0,0,0,0,0,0,0,-13000,0,0,0,203000,216000,-13000,-13000
7530,031994,台積電群益11購02,0,0,0,0,0,0,0,0,0,-13000,0,0,0,614000,627000,-13000,-13000
7531,032864,乙盛群益0A購02,0,0,0,0,0,0,0,0,0,-13000,0,0,0,0,13000,-13000,-13000
7532,032162,大成鋼元富0A購04,0,0,0,0,0,0,0,0,0,-13000,0,0,0,0,13000,-13000,-13000
7533,031572,台揚凱基0B購01,0,0,0,0,0,0,0,0,0,-13000,0,0,0,15000,28000,-13000,-13000
7534,034255,裕民統一11購01,0,0,0,0,0,0,0,0,0,-13000,0,0,0,64000,77000,-13000,-13000
7535,034277,台達電富邦0C購01,0,0,0,0,0,0,0,0,0,-13000,0,0,0,0,13000,-13000,-13000
7536,086895,玉晶光群益11購01,0,0,0,0,0,0,0,0,0,-13000,0,0,0,2000,15000,-13000,-13000
7537,085690,華邦電國泰0A購02,0,0,0,0,0,0,0,0,0,-13000,0,0,0,271000,284000,-13000,-13000
7538,086481,華邦電統一0B購02,0,0,0,0,0,0,0,0,0,-13000,0,0,0,117000,130000,-13000,-13000
7539,085806,南電元大08購09,0,0,0,0,0,0,0,0,0,-13000,0,0,0,0,13000,-13000,-13000
7540,085910,貿聯富邦0A購01,0,0,0,0,0,0,0,0,0,-13000,0,0,0,0,13000,-13000,-13000
7541,080901,卜蜂凱基0B購01,0,0,0,0,0,0,0,0,0,-13000,0,0,0,0,13000,-13000,-13000
7542,07537P,臺股指群益11售07,0,0,0,0,0,0,0,0,0,-13000,0,0,0,30000,43000,-13000,-13000
